name,reading,meaning
釘貫,くぎぬき,１ 柱やくいを立て並べて、横に貫(ぬき)を渡しただけの柵(さく)。２ 門柱の上部に2本の貫を通し、下に扉をつけた簡単な門。屋敷の通用門や、町の入り口・関所などに設けられた。
釘目,くぎめ,釘を打ち込んだ所。また、その跡。
供御,くぎょ,１ 天皇の飲食物、時には、上皇・皇后・皇子の飲食物をいう語。武家時代には将軍の飲食物をもいった。２ 飯(めし)をいう女房詞。
句境,くきょう,俳句を作るときの、また、句に表現された作者の心境。「趣のある―」
矩鏡,くきょう,測量で、ある直線に対して直角の方向を決めるのに使う器具。
苦況,くきょう,苦しい状況。「―を脱する」
苦吟,くぎん,詩歌や俳句などを苦心して作ること。また、その作品。
口吟,くぎん,詩歌を小声で歌うこと。
区区,くく,１ まちまちで、まとまりがないさま。２ 価値が低いさま。取るに足りないさま。３ 些細(ささい)なことにこだわって、こせこせしているさま。
供具,くぐ,神仏に供えるもの。供物(くもつ)。また、供物を供える器具。
傀儡,くぐつ,１ 歌などに合わせて舞わせる操り人形。でく。かいらい。２ 平安時代以降、1を操ったりして各地を漂泊した芸人。のち、一部は寺社に仕え、布教に従事した。傀儡回し。傀儡師。３ 舞妓や遊女。遊び女(め)。傀儡女(くぐつめ)。
供華,くげ,１ 仏または死者に花を供えること。また、その花。くうげ。２ 仏に花をささげる儀式。京都六波羅蜜寺で3月に行われた法華八講を結縁供花と称したのに始まり、5月と9月に京都六条長講堂で行われた法会などが著名。
公家,くげ,１ 朝廷に仕える人々。公家衆。２ 朝廷。朝家。おおやけ。３ 天皇。主上。
区系,くけい,地球上の生物をそれぞれの特徴によって地域的に分類した際の各区域。→植物区系
矩形,くけい,長方形。
絎台,くけだい,和裁用具の一。衣服などをくけるとき、布がたるまないように一端を固定して引っ張る道具。掛け台。
口訣,くけつ,文書に記さないで、口で直接言い伝える奥義・秘伝。口伝(くでん)。
絎針,くけばり,くけ縫いに使う長い針。
絎紐,くけひも,くけ縫いにして作るひも。
枸杞,くこ,ナス科の落葉小低木。原野などに生え、茎はとげのある小枝をもつ。葉は柔らかい。夏、淡紫色の花をつけ、実は熟すと紅色。若葉は枸杞茶に用いる。果実は枸杞子、根皮は地骨皮(じこっぴ)といい、それぞれ果実酒や漢方に用いる。
供講,くこう,法華経などを書写したのち、供養し講讚(こうさん)すること。
句稿,くこう,俳句の原稿。
句心,くごころ,１ 俳句を作ろうという気持ち。２ 俳句を味わう能力があること。
九献,くこん,１ 杯を三献（3杯）ずつ三度差すこと。祝儀などでの正式の作法。三三九度(さんさんくど)。２ 酒をいう女房詞。
句材,くざい,俳句をつくるときの素材。
草市,くさいち,7月12日の夜から翌日にかけて、盂蘭盆(うらぼん)の仏前に供える草花や飾り物などを売る市。盆市。花市。
草苺,くさいちご,バラ科の草状の低木。山野に生え、高さ20～60センチ。茎にはまばらにとげがあり、葉は羽状複葉で長い柄がある。春、白い花をつけ、実は熟すと赤くなり、食べられる。わせいちご。なべいちご。
草色,くさいろ,青みがかった緑色。もえぎ色。草葉色。
草魚,くさうお,カサゴ目クサウオ科の海水魚。全長約45センチ。体はおたまじゃくし形で、皮膚がぶよぶよし、腹びれは吸盤となっている。体色は淡灰色で、暗色紋が散在する。本州中部以北の沿岸海底にすむ。
草占,くさうら,昔の占いの一。草の葉を結び合わせて、その解け方で吉凶を判断したもの。風になびくありさまで占う方法もあったという。
草垣,くさがき,草が生い茂って垣根のようになったもの。
臭亀,くさがめ,１ カメ目ヌマガメ科の爬虫(はちゅう)類。淡水にすみ、甲長約20センチ、暗褐色で首に淡黄色の模様がある。独特の悪臭を出す。北海道を除く日本各地、朝鮮半島・台湾・中国東部に分布。２ カメムシの別名。
草亀,くさがめ,１ カメ目ヌマガメ科の爬虫(はちゅう)類。淡水にすみ、甲長約20センチ、暗褐色で首に淡黄色の模様がある。独特の悪臭を出す。北海道を除く日本各地、朝鮮半島・台湾・中国東部に分布。２ カメムシの別名。
草冠,くさかんむり,漢字の冠の一。「花」「草」「茜」などの「艹（）」の称。そうこう。
臭木,くさぎ,クマツヅラ科の落葉低木。山野に生え、高さは1～3メートル。葉は倒卵形で先がとがり、悪臭がある。8、9月ごろ、萼(がく)が赤紫色で花弁が白い花を多数つける。実は熟すと青色で、古くから染料に用いた。若葉は食用。くさぎり。
臭桐,くさぎり,クサギの別名。
句作,くさく,連句や俳句を作ること。
種種,くさぐさ,種類や品数の多いこと。さまざま。いろいろ。「―の意見」
草肥,くさごえ,草や木の葉を青いままで田畑の土にすき込んだ肥料。緑肥(りょくひ)。《季 夏》
草摺,くさずり,１ 草の葉や花を衣服にすりつけて着色すること。また、そのもの。２ 鎧(よろい)の胴の付属具。大腿部を守るために、革または鉄を連結して、ふつう五段下りにおどし下げる。下散(げさん)。垂れ。
草丈,くさたけ,草の背の高さ。特に稲や麦などの作物の伸びた高さ。
草質,くさだち,本草学で、草の性質をもつ植物の総称。草本(そうほん)。
草本,くさだち,本草学で、草の性質をもつ植物の総称。草本(そうほん)。
草橘,くさたちばな,ガガイモ科の多年草。関東以西の山林中に生え、高さ30～60センチ。葉は楕円形で先がとがる。夏、タチバナに似た白色の花を開く。果実は熟すと裂けて毛のある種を飛ばす。
草津,くさつ,滋賀県南部の市。東海道・中山道の分岐点の宿場町として発達。人口13.1万（2010）。
草薙,くさなぎ,静岡市の地名。日本武尊(やまとたけるのみこと)の草薙剣(くさなぎのつるぎ)の伝説地。草薙神社がある。
草葉,くさば,草の葉。
楔石,くさびいし,石造り・煉瓦(れんが)造りのアーチ形の頂点の中央に差し入れる石。要石(かなめいし)。せりもち石。
草片,くさびら,野菜。あおもの。
草笛,くさぶえ,草の葉や麦などの茎を口にあて、笛のように吹いて鳴らすもの。《季 夏》「友だちのなき―を鳴らしけり／風生」
草藤,くさふじ,マメ科の蔓性(つるせい)の多年草。山野の草むらに生える。葉は多数の小葉からなる羽状複葉で、先が巻きひげになる。夏、青紫色の花を総状につける。
草箒,くさぼうき,乾燥させたホウキグサの茎や枝を束ねて作ったほうき。
草枕,くさまくら,旅寝すること。旅先でのわびしい宿り。くさのまくら。
草筵,くさむしろ,１ 藁(わら)などで作った筵。２ 筵を敷きつめたように、草が一面に生えていること。また、草を敷物とすること。３ 旅先での粗末な敷物や寝床。
