name,reading,meaning
上合,じょうごう,地球から見て、内惑星（水星・金星）が太陽の向こう側にある合。太陽と内惑星との黄経が等しい場合をいう。
乗号,じょうごう,乗法を表す記号。「×」の記号。
長行,じょうごう,経典の文章のうち、散文で書かれた部分。
上刻,じょうこく,昔、一刻（2時間）を上・中・下に三等分したうちの最初の時刻。
上告,じょうこく,訴訟法上、控訴審の判決に対し、憲法解釈の誤りなどを理由に、その変更を求めるための上訴。例外的には、控訴審の省略される跳躍上告があり、また高等裁判所が第一審裁判所の場合にも上告することができる。
情強,じょうごわ,意地っ張りで、自分の主張を容易に変えないこと。また、そういう人や、そのさま。強情。
乗根,じょうこん,累乗してaとなる数をaの累乗根という。すなわち、nを2以上の自然数としたとき、xn＝aとなる数xを、aのn乗根とよぶ。とくに二乗根、三乗根はそれぞれ平方根、立方根ともいう。羃根(べきこん)。冪乗根(べきじょうこん)。
条痕,じょうこん,１ 筋目となってついた跡。２ 白色の素焼きの磁器に鉱物をすりつけて生じさせた筋。その上につく鉱物の微粉の色によって鉱物の鑑定を行う。３ 銃砲から発射された弾丸に残る銃身内部の旋条の跡。銃によって異なる。
上座,じょうざ,１ 上位の席。上席。かみざ。２ 修行を積み、教団を指導する地位の僧。３ 三綱(さんごう)の一。年長・有徳で、寺内の僧を監督し、事務を統括する役僧。４ 禅宗で、相手の僧を敬っていう語。５ 曹洞宗の僧階の一。出家得度後に入衆(にっしゅ)したもの。
上裁,じょうさい,１ 上奏されたものに対する天皇の裁可。勅裁。２ 身分の高い人が行う裁決。
城西,じょうさい,城の西方。都の西側。また、その地域。じょうせい。
常在,じょうざい,いつもそこに存在すること。
浄罪,じょうざい,罪をつぐない清めること。
城柵,じょうさく,城の周囲にめぐらせた柵。また、城やとりで。
縄索,じょうさく,なわ。つな。
蒸散,じょうさん,植物体内の水分が体表から水蒸気として排出される現象。葉の気孔で行われるが、クチクラ蒸散もわずかにみられる。
乗算,じょうざん,掛け算。乗法。
上市,じょうし,新しい商品やサービスを市場に出すこと。市販すること。
上巳,じょうし,五節句の一。陰暦3月の最初の巳(み)の日。のちに3月3日。古く、宮中ではこの日に曲水の宴が行われた。また、民間では女児の祝い日としてひな祭りをするようになった。桃の節句。ひなの節句。重三(ちょうさん)。じょうみ。《季 春》
城市,じょうし,１ 都会。２ 城のある町。城下町。
情史,じょうし,恋愛を題材にした実録や小説。
情詩,じょうし,恋愛・恋情を詠んだ詩歌。
状紙,じょうし,手紙を書く紙。半切り紙。
帖子,じょうし,横に長い1枚の紙を折り畳んでつくった本。折り手本。折り本。
冗字,じょうじ,むだな文字。不必要な文字。
常事,じょうじ,１ きまっている事柄。２ あたりまえのこと。日常のこと。
畳字,じょうじ,同じ漢字やかなを繰り返したもの。また、そのときに用いる「堂々」「各々」「あゝ」の「々」「ゝ」などのおどり字のこと。
常式,じょうしき,１ きまった方式。常の方式。２ 平常。ふだん。常時。いつもどおり。現代では東北・北陸地方などで、副詞的に用いる。
丈室,じょうしつ,寺の住職の部屋。方丈。
常日,じょうじつ,ふだんの日。平生(へいぜい)。
盛者,じょうしゃ,勢力の強いもの。勢いの盛んなもの。
丈尺,じょうしゃく,１ 長さ。たけ。寸法。２ 長さ1丈の物差し。
縄尺,じょうしゃく,１ 墨縄と物差し。２ 物事をはかる標準。
上酒,じょうしゅ,品質の上等な酒。
上首,じょうしゅ,一座の衆僧中の指導的中心人物。集団の長。
城守,じょうしゅ,１ 城に立てこもって守ること。また、その人。２ 城持ちの大名。
常主,じょうしゅ,きまった主人。
醸酒,じょうしゅ,原料を発酵させて酒をつくること。また、つくった酒。
上州,じょうしゅう,上野(こうずけ)国の異称。
城州,じょうしゅう,山城(やましろ)国の異称。
常州,じょうしゅう,常陸(ひたち)国の異称。
常住,じょうじゅう,１ 仏語。永遠不変なこと。変化しないで常に存在すること。２ いつもそこに住んでいること。３ ふだん。いつも。日常。副詞的にも用いる。
定宿,じょうしゅく,１ いつもきまって泊まる宿屋。２ いつもきまって遊興する茶屋。３ 高級な遊女が揚屋の中にもつ専用の部屋。
上所,じょうしょ,手紙などのあて名の上部に「進上」「謹上」などと書くこと。あげどころ。
上書,じょうしょ,官庁や主君・貴人などに意見を述べた書状を差し出すこと。また、その書状。上疏(じょうそ)。
乗除,じょうじょ,掛け算と割り算。乗法と除法。
上衝,じょうしょう,漢方で、上気すること。
上姓,じょうしょう,１ 家柄や身分の尊いこと。また、その人。高貴の出身。２ 外国から帰化した人でなく、生来の日本人の姓。
上声,じょうしょう,１ 漢字の四声(しせい)の一。尻上がりに高く発音するもの。じょうせい。２ 日本漢字音や国語アクセントの声調で、高く平らに発音するもの。
城将,じょうしょう,城を守る大将。
城牆,じょうしょう,城の垣(かき)。城壁。
条章,じょうしょう,１ 箇条書きの文章。２ 箇条書きの文章の大区分と小区分。条と章。
縄床,じょうしょう,縄を張ってつくった粗末な腰掛け。主に禅僧が座禅のときに用いた。
上乗,じょうじょう,１ この上なくすぐれていること。また、そのさま。上々。２ 仏語。最上の乗り物、すなわち教えである、大乗のこと。
常常,じょうじょう,ふだん。つねづね。
畳畳,じょうじょう,いく重にも重なり合うさま。
上職,じょうしょく,上位の職員。うわやく。
常食,じょうしょく,日常的に食事として食べていること。また、その食べ物。
上伸,じょうしん,相場が上がっていくこと。
上唇,じょうしん,１ うわくちびる。２ 昆虫の口器の一部。大あごを前方から覆う板状の小片。３ 唇形花(しんけいか)の上方の部分。
丈人,じょうじん,１ 年寄りを敬っていう語。２ 妻の父。岳父。
情人,じょうじん,恋愛関係にある人。情事の相手。愛人。いろ。じょうにん。
上図,じょうず,上に掲げてある図。
乗数,じょうすう,掛け算で、掛けるほうの数。a×bのb。
常数,じょうすう,１ 一定の数量・数値。また、定められた数量・数値。２ 自分の意志で変えることのできない運命。命数。３ 代数・数値計算で、一定の値を表す文字や数のこと。４ 物理学・化学で、状態変化の間を通じて一定の値を保つ量。物質の種類に関係なく不変の基礎定数と、各物質に固有の定数とがある。常数。５ きまった数量。一定の数。
上世,じょうせい,おおむかし。上代。上古。
醸成,じょうせい,１ 原料を発酵させて酒や醤油などをつくること。醸造。２ ある状態・気運などを徐々につくり出すこと。
乗積,じょうせき,数を掛け合わせて得た数値または式。積。
浄刹,じょうせつ,１ 清浄な国土。浄土。２ 清浄な寺院。また、その境内。
上船,じょうせん,１ 船に乗ること。乗船。２ 船から岸へあがること。
情宣,じょうせん,労働組合・政党などが行う、情報収集と内外への宣伝。
条線,じょうせん,鉱物の結晶面に発達している平行な筋。黄鉄鉱・水晶・黄玉などに著しい。
定先,じょうせん,囲碁で、一方がいつも先手で対局する手合割(てあいわり)。
